Duration,Finished,RecordedDate,ResponseId,Age,Gender,item,TF,TF_RT,Nice,Nice_RT,trial,condition,Answer,Question,correct
931,TRUE,6/11/19 10:14,R_UyANc1QsKeLFV4t,28,Female,1,TRUE,15.724,3,1.502,23,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
530,TRUE,6/11/19 10:15,R_1d148ARgkkhTuhj,31,Male,1,TRUE,1.065,1,0.146,30,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
997,TRUE,6/11/19 10:15,R_2z8inlLrpl77PQ7,30,Male,1,TRUE,1.891,3,3.168,24,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
956,TRUE,6/11/19 10:16,R_CdF5GMFiGS5KcHD,37,Male,1,TRUE,0.944,4,0.332,23,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1075,TRUE,6/11/19 10:16,R_2trOvSxSAJkEHCg,29,Male,1,TRUE,1.961,4,2.559,30,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
959,TRUE,6/11/19 10:16,R_1myjjiv96Mndvet,41,Female,1,TRUE,8.808,1,1.37,1,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1162,TRUE,6/11/19 10:18,R_1omSlECSpgsqhsR,28,Female,1,TRUE,3.258,6,0,22,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1047,TRUE,6/11/19 10:18,R_2YtVD8wLevQUfn3,58,Female,1,TRUE,0.49,7,0.779,12,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
712,TRUE,6/11/19 10:18,R_pKjvBYAYxQE8WXL,30,Male,1,TRUE,1.193,4,0,22,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
594,TRUE,6/11/19 10:21,R_8dj2lxJavrkg157,26,Male,1,TRUE,0.727,4,0,23,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1438,TRUE,6/11/19 10:22,R_1IFpRvvaYecmO6u,39,Female,1,TRUE,0.637,4,0,18,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
946,TRUE,6/11/19 10:24,R_2aOYOkpwV5YFXyw,56,Female,1,TRUE,2.391,6,0,17,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1583,TRUE,6/11/19 10:25,R_1d6q1wNaxE5Lxx8,55,Male,1,TRUE,3.915,4,2.076,24,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
706,TRUE,6/11/19 10:26,R_3nGjUrYlrB1utE8,29,Male,1,TRUE,1.068,5,0,7,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
631,TRUE,6/11/19 10:26,R_3FPZz0NRyA1ktiZ,36,Female,1,TRUE,3.349,6,0.551,17,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
802,TRUE,6/11/19 10:26,R_9SsAPK496CzasIF,57,Male,1,TRUE,1.483,6,0.756,23,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1523,TRUE,6/11/19 10:26,R_3nMdAmRDcLsubDw,51,Male,1,TRUE,3.521,4,8.131,11,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
360,TRUE,6/11/19 10:26,R_Atlru3d68LtFty9,25,Female,1,TRUE,2.517,4,0.153,3,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
759,TRUE,6/11/19 10:29,R_1imN1YnW2WzRUPb,28,Male,1,FALSE,1.386,5,0.577,24,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",FALSE
957,TRUE,6/11/19 10:29,R_2zSWMEDaoL1SOAu,31,Male,1,TRUE,1.421,1,2.345,26,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
889,TRUE,6/11/19 10:29,R_3nDf4drFoPVOrBw,25,Male,1,TRUE,2.221,4,0,21,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
997,TRUE,6/11/19 10:29,R_2VEIeNgMCWDD6PI,53,Male,1,TRUE,3.845,2,2.94,8,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
794,TRUE,6/11/19 10:33,R_2TRWr29U58Mi2vd,35,Female,1,TRUE,2.49,6,0,23,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1070,TRUE,6/11/19 10:33,R_29blHmruFIqdVET,24,Female,1,TRUE,2.815,2,1.481,24,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
947,TRUE,6/11/19 10:34,R_3e91lKVZof2U9WM,56,Female,1,TRUE,13.04,6,1.3,10,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1276,TRUE,6/11/19 10:34,R_9uV7FqusAsrI1ax,42,Female,1,TRUE,1.773,4,1.47,29,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
2004,TRUE,6/11/19 10:36,R_2bZfbFlc8rrkvRA,59,Female,1,TRUE,4.297,4,1.273,23,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
892,TRUE,6/11/19 10:36,R_8Hck8ZQYc8I6p5T,38,Male,1,TRUE,10.032,3,2.748,21,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
2077,TRUE,6/11/19 10:37,R_RhrDJ0N4AIeK8KJ,51,Female,1,TRUE,4.083,7,1.992,23,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1668,TRUE,6/11/19 10:38,R_2YwWGMiMlgEZ760,32,Female,1,TRUE,1.483,4,2.066,20,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
901,TRUE,6/11/19 10:39,R_1JILVkssYD1rZln,36,Female,1,TRUE,1.898,1,0.704,8,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
689,TRUE,6/11/19 10:39,R_czK87MCE4yRGCoV,41,Male,1,TRUE,1.634,6,0,19,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1550,TRUE,6/11/19 10:39,R_3GDQqDVIwWtr9nA,28,Male,1,TRUE,6.784,5,3.864,17,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
801,TRUE,6/11/19 10:42,R_3kmEB58BUmq91w0,46,Male,1,TRUE,1.994,7,0,10,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1724,TRUE,6/11/19 10:43,R_10P35mcLAnwKhWy,50,Female,1,TRUE,3.728,7,1.154,23,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
286,TRUE,6/11/19 10:44,R_3OdkpJq3hbsVRWE,27,Male,1,TRUE,0.457,5,0,10,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
960,TRUE,6/11/19 10:44,R_3e9ojOp1TeKv1qZ,34,Male,1,TRUE,2.4,7,3.288,13,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
2747,TRUE,6/11/19 10:44,R_1Lkjbw3WfVXlS9d,26,Female,1,TRUE,1.713,5,0.577,11,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1690,TRUE,6/11/19 10:45,R_2cmKsniFFYSx1jH,30,Male,1,TRUE,1.549,6,0,10,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
655,TRUE,6/11/19 10:46,R_1DwKQDIzaUD1B7l,51,Female,1,TRUE,1.359,7,1.753,3,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
2643,TRUE,6/11/19 10:47,R_269ALNhnBlclbkb,40,Male,1,TRUE,8.324,3,10.958,31,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
886,TRUE,6/11/19 10:47,R_2uCckPWkBCKBxYk,64,Female,1,TRUE,1.812,5,1.35,3,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
265,TRUE,6/11/19 10:48,R_1I3QgMMx9Y6yKXx,22,Male,1,FALSE,0.536,2,0,18,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",FALSE
1613,TRUE,6/11/19 10:48,R_3DkcaumZGBTLTE8,28,Female,1,TRUE,3.011,5,1.4,16,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
470,TRUE,6/11/19 10:49,R_3fqs8BUhsK3xzOP,25,Male,1,TRUE,1.901,4,0.828,12,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
808,TRUE,6/11/19 10:49,R_x3LKJl1FJ13UY9P,45,Female,1,TRUE,3.791,4,1.834,14,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
708,TRUE,6/11/19 10:50,R_eyyWjPN9qCL2qwp,31,Male,1,TRUE,0,6,5.375,2,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
822,TRUE,6/11/19 10:50,R_2f0Xuu8UZgaJ119,21,Male,1,TRUE,0.283,3,0,31,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
811,TRUE,6/11/19 10:53,R_3JC8SnUEgNXXiMQ,34,Female,1,FALSE,2.594,1,0,22,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",FALSE
1472,TRUE,6/11/19 10:54,R_1rNFgXtar6CITN9,31,Male,1,TRUE,0.891,4,0,8,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1374,TRUE,6/11/19 10:56,R_2PpujFAMLP4n0Lu,58,Male,1,TRUE,2.871,3,2.67,14,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
936,TRUE,6/11/19 10:56,R_0oKtUCMX4aZ2WPv,36,Female,1,TRUE,3.853,4,4.956,3,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1647,TRUE,6/11/19 10:57,R_30d8QsJfIkiO7F8,22,Female,1,TRUE,4.84,4,0.916,22,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1250,TRUE,6/11/19 11:04,R_YR2Kh4aQNWGzOBr,56,Male,1,TRUE,2.664,4,1.608,31,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
698,TRUE,6/11/19 11:08,R_e52J1yxiPEYzG5r,38,Female,1,TRUE,1.432,6,0.967,25,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
766,TRUE,6/11/19 11:10,R_RJFMoJKmwY9AKMp,33,Male,1,TRUE,1.863,4,0,22,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
404,TRUE,6/11/19 11:11,R_2VKNQmHBKv3OwAC,30,Female,1,TRUE,1.193,3,0,31,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
827,TRUE,6/11/19 11:13,R_WlKmaf9xWFq8VGh,33,Male,1,TRUE,2.03,3,0.698,22,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
2485,TRUE,6/11/19 11:14,R_3k54gz7YctGkmcr,40,Female,1,TRUE,1.027,6,1.405,13,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1014,TRUE,6/11/19 11:17,R_3dLGDATDaJjUZFG,43,Female,1,TRUE,3.875,4,2.22,4,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1526,TRUE,6/11/19 11:21,R_1rxEVsAJQmRUEtw,34,Female,1,TRUE,2.177,4,0.995,22,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
2562,TRUE,6/11/19 11:24,R_vP6DUbkLNf63fNv,29,Male,1,TRUE,1.196,5,0.692,10,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
726,TRUE,6/11/19 11:24,R_2rwv5g0HvjCMINH,31,Female,1,TRUE,0.73,4,1.302,14,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1294,TRUE,6/11/19 11:26,R_2VI1XbZTJLYiBsC,52,Female,1,TRUE,6.313,2,6.988,4,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1357,TRUE,6/11/19 11:27,R_3sgCUVQuqNCS49z,28,Male,1,TRUE,1.605,4,0,8,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1092,TRUE,6/11/19 11:28,R_sTeABaS570NXdzX,32,Male,1,TRUE,2.358,1,0,15,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
756,TRUE,6/11/19 11:32,R_1JOwHmzDAvkXI0A,33,Male,1,TRUE,0,3,0,24,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
443,TRUE,6/11/19 11:34,R_31RgK3UZ74hAawa,25,Male,1,TRUE,0.967,4,0,15,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1093,TRUE,6/11/19 11:35,R_1lxvJfgZkNZLDrv,47,Female,1,FALSE,7.81,3,2.799,3,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",FALSE
642,TRUE,6/11/19 11:38,R_2YzzmFn7hxPlU3P,31,Female,1,FALSE,1.756,5,0,1,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",FALSE
1111,TRUE,6/11/19 11:42,R_2dQgtgvLUN4VOnC,19,Female,1,TRUE,2.375,3,0,22,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1638,TRUE,6/11/19 11:43,R_3MAlInCEGkDn9q6,44,Male,1,TRUE,2.088,4,1.745,17,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
643,TRUE,6/11/19 11:48,R_tXndXrczjfmXjpv,44,Male,1,TRUE,1.536,2,1.077,16,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
609,TRUE,6/11/19 11:59,R_ZwU8GWTWZK6EAxP,37,Female,1,TRUE,1.767,2,1.45,3,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1211,TRUE,6/11/19 11:59,R_2BtDYM5U0ZrGCUB,45,Female,1,TRUE,17.432,6,3.588,21,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1037,TRUE,6/11/19 12:05,R_2YyA7VHI4VbWKr3,33,Male,1,TRUE,1.672,2,0.951,10,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1552,TRUE,6/11/19 12:41,R_1MM3vx8EaIJeH6y,33,Male,1,TRUE,1.831,5,0,20,cooperation,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
793,TRUE,6/11/19 12:49,R_yvSkxw8Y8PIpXbP,58,Female,1,TRUE,2.331,3,3.445,31,competition,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
1000,TRUE,6/11/19 13:37,R_25YBNmGFBPU4uAS,21,Male,1,TRUE,2.533,4,0,5,neutral,TRUE,"While Sally is away, she will think that her ball is in the box.",TRUE
296,TRUE,6/11/19 10:03,R_3nlt53Yxgvz7sUa,35,Male,2,FALSE,0.575,5,0.19,8,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",FALSE
655,TRUE,6/11/19 10:10,R_ZLis8sRowpk9PvX,41,Female,2,TRUE,1.85,4,2.452,13,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
748,TRUE,6/11/19 10:10,R_5aKNWSi3ewXI0Br,23,Male,2,TRUE,1.113,2,0,16,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
528,TRUE,6/11/19 10:11,R_73NCcJkqe8nX3pL,35,Male,2,TRUE,0.264,5,0,9,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
755,TRUE,6/11/19 10:11,R_1itjXKj7aJ26xlY,50,Male,2,FALSE,1.05,4,0,21,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",FALSE
677,TRUE,6/11/19 10:11,R_2xEQOcbagTC5K31,27,Female,2,TRUE,1.911,1,0,18,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
772,TRUE,6/11/19 10:11,R_sjyOcu2i5Cs3KPD,40,Male,2,TRUE,4.105,4,0,27,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
735,TRUE,6/11/19 10:11,R_2DMiqHkr8WXICHg,32,Female,2,TRUE,1.937,3,1.058,13,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
500,TRUE,6/11/19 10:12,R_2tyaL54hsNnBGiE,35,Male,2,TRUE,2.889,5,1.016,7,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
818,TRUE,6/11/19 10:12,R_Qh6cdqFytPFsV3P,28,Female,2,TRUE,3.354,1,0,31,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
737,TRUE,6/11/19 10:12,R_3k7XpgJaA2P1mMl,29,Male,2,TRUE,2.092,4,0,30,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
831,TRUE,6/11/19 10:12,R_3n7UxfN5J3GD59s,55,Male,2,TRUE,4.978,4,2.735,8,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
819,TRUE,6/11/19 10:12,R_2dHltfvDoR6dDRT,31,Male,2,TRUE,1.224,4,1.494,19,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
764,TRUE,6/11/19 10:13,R_3JJylNort6ur6sS,21,Male,2,TRUE,1.947,1,0,10,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
898,TRUE,6/11/19 10:13,R_2BsoiDyVxkWuZ8o,47,Male,2,TRUE,3.183,4,2.265,21,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
820,TRUE,6/11/19 10:14,R_21ooKFhcfIWZ74P,35,Male,2,TRUE,1.114,4,0.642,12,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
931,TRUE,6/11/19 10:14,R_UyANc1QsKeLFV4t,28,Female,2,TRUE,2.524,3,1.44,12,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
530,TRUE,6/11/19 10:15,R_1d148ARgkkhTuhj,31,Male,2,TRUE,2.926,2,0.416,5,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
997,TRUE,6/11/19 10:15,R_2z8inlLrpl77PQ7,30,Male,2,TRUE,2.09,5,2.261,8,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
956,TRUE,6/11/19 10:16,R_CdF5GMFiGS5KcHD,37,Male,2,TRUE,2.021,4,0,16,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1075,TRUE,6/11/19 10:16,R_2trOvSxSAJkEHCg,29,Male,2,TRUE,2.054,5,0,25,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
959,TRUE,6/11/19 10:16,R_1myjjiv96Mndvet,41,Female,2,TRUE,1.873,6,1.342,25,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1162,TRUE,6/11/19 10:18,R_1omSlECSpgsqhsR,28,Female,2,FALSE,2.543,6,0,26,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",FALSE
1047,TRUE,6/11/19 10:18,R_2YtVD8wLevQUfn3,58,Female,2,TRUE,4.391,7,0.157,17,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
712,TRUE,6/11/19 10:18,R_pKjvBYAYxQE8WXL,30,Male,2,TRUE,1.958,4,0.369,21,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
594,TRUE,6/11/19 10:21,R_8dj2lxJavrkg157,26,Male,2,TRUE,1.599,1,0.239,9,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1438,TRUE,6/11/19 10:22,R_1IFpRvvaYecmO6u,39,Female,2,TRUE,1.447,5,0,23,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
946,TRUE,6/11/19 10:24,R_2aOYOkpwV5YFXyw,56,Female,2,TRUE,0,3,2.426,14,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1583,TRUE,6/11/19 10:25,R_1d6q1wNaxE5Lxx8,55,Male,2,TRUE,2.065,5,1.075,20,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
706,TRUE,6/11/19 10:26,R_3nGjUrYlrB1utE8,29,Male,2,TRUE,2.45,6,0,20,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
631,TRUE,6/11/19 10:26,R_3FPZz0NRyA1ktiZ,36,Female,2,TRUE,1.966,5,0.669,12,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
802,TRUE,6/11/19 10:26,R_9SsAPK496CzasIF,57,Male,2,TRUE,4.27,6,0.843,20,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1523,TRUE,6/11/19 10:26,R_3nMdAmRDcLsubDw,51,Male,2,TRUE,3.536,2,5.426,23,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
360,TRUE,6/11/19 10:26,R_Atlru3d68LtFty9,25,Female,2,TRUE,0.031,6,0.367,25,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
759,TRUE,6/11/19 10:29,R_1imN1YnW2WzRUPb,28,Male,2,TRUE,1.981,1,0,16,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
957,TRUE,6/11/19 10:29,R_2zSWMEDaoL1SOAu,31,Male,2,TRUE,3.681,6,3.886,6,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
889,TRUE,6/11/19 10:29,R_3nDf4drFoPVOrBw,25,Male,2,TRUE,3.083,4,0,7,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
997,TRUE,6/11/19 10:29,R_2VEIeNgMCWDD6PI,53,Male,2,TRUE,5.283,5,0,7,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
794,TRUE,6/11/19 10:33,R_2TRWr29U58Mi2vd,35,Female,2,TRUE,4.272,6,1.001,11,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1070,TRUE,6/11/19 10:33,R_29blHmruFIqdVET,24,Female,2,TRUE,2.052,5,0,23,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
947,TRUE,6/11/19 10:34,R_3e91lKVZof2U9WM,56,Female,2,FALSE,3.561,6,14.091,2,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",FALSE
1276,TRUE,6/11/19 10:34,R_9uV7FqusAsrI1ax,42,Female,2,TRUE,2.032,2,2.371,2,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
2004,TRUE,6/11/19 10:36,R_2bZfbFlc8rrkvRA,59,Female,2,TRUE,6.373,6,3.771,1,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
892,TRUE,6/11/19 10:36,R_8Hck8ZQYc8I6p5T,38,Male,2,TRUE,2.275,2,0.689,20,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
2077,TRUE,6/11/19 10:37,R_RhrDJ0N4AIeK8KJ,51,Female,2,TRUE,2.332,4,0.929,28,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1668,TRUE,6/11/19 10:38,R_2YwWGMiMlgEZ760,32,Female,2,TRUE,1.918,4,1.969,22,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
901,TRUE,6/11/19 10:39,R_1JILVkssYD1rZln,36,Female,2,TRUE,2.703,2,0.601,5,competition,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
689,TRUE,6/11/19 10:39,R_czK87MCE4yRGCoV,41,Male,2,TRUE,2.07,4,2.344,12,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
1550,TRUE,6/11/19 10:39,R_3GDQqDVIwWtr9nA,28,Male,2,FALSE,63.683,4,1.457,8,neutral,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",FALSE
801,TRUE,6/11/19 10:42,R_3kmEB58BUmq91w0,46,Male,2,TRUE,2.781,4,0,22,cooperation,TRUE,"While Lucy is in the attic, she will think that her keep pile is still on her bed.",TRUE
